ID,Name,Height,Weight,Age,Sex,Profession,Salary,Количество Машин
2011,Буров Серафим,176.0,67.0,20,м,продавец,453000,0
2012,Воронцов Антон,172.0,55.0,40,м,инженер,487000,0
2013,Лаврентьев Семён,172.0,93.0,86,м,продавец,466000,0
2014,Казаков Федот,166.0,110.0,73,м,автослесарь,195000,0
2015,Смирнов Осип,189.0,102.0,79,м,продавец,61000,3
2016,Одинцов Филат,181.0,67.0,26,м,студент,389000,0
2017,Моисеев Кондрат,170.0,77.0,87,м,бухгалтер,70000,0
2018,Мухин Юлий,180.0,99.0,85,м,сантехник,493000,2
2019,Смирнов Никола,168.0,75.0,75,м,программист,487000,0
2020,Абрамов Ефим,185.0,86.0,89,м,программист,186000,0
2021,Трофимов Август,191.0,87.0,37,м,продавец,220000,0
2022,Хохлов Лукьян,172.0,67.0,49,м,программист,120000,2
2023,Терентьев Владимир,178.0,66.0,89,м,врач,24000,2
2024,Комиссаров Степан,165.0,85.0,39,м,инженер,215000,0
2025,Ильин Иеремия,173.0,87.0,44,м,продавец,70000,1
2027,Пестов Август,187.0,53.0,44,м,сантехник,29000,1
2028,Егоров Влад,180.0,98.0,37,м,преподаватель,172000,1
2029,Козлов Самсон,189.0,67.0,73,м,продавец,469000,0
2030,Сорокин Ренат,179.0,105.0,55,м,инженер,485000,2
2031,Рябов Ярослав,167.0,96.0,81,м,автослесарь,456000,1
2032,Уваров Игнат,181.0,107.0,24,м,автослесарь,48000,1
2033,Лобанов Август,185.0,101.0,81,м,продавец,330000,0
2034,Мишин Еремей,191.0,101.0,44,м,студент,294000,0
2035,Филатов Матвей,184.0,114.0,67,м,студент,412000,0
2036,Костин Иеремия,168.0,92.0,78,м,врач,83000,1
2037,Туров Радий,180.0,83.0,49,м,сантехник,475000,0
2038,Бобылёв Севастьян,169.0,97.0,89,м,преподаватель,143000,2
2039,Егоров Чарли,166.0,51.0,24,м,автослесарь,78000,1
2040,Лазарев Святослав,167.0,90.0,58,м,бухгалтер,158000,1
2041,Мишин Семён,188.0,100.0,51,м,студент,449000,2
2042,Калашников Федот,174.0,90.0,33,м,преподаватель,463000,2
2043,Комиссаров Севастьян,167.0,83.0,24,м,программист,216000,2
2044,Носов Платон,172.0,119.0,76,м,бухгалтер,29000,0
2045,Сергеев Валерий,179.0,83.0,37,м,автослесарь,175000,0
2047,Фомичёв Руслан,193.0,119.0,84,м,автослесарь,480000,0
2048,Марков Зиновий,188.0,68.0,81,м,сантехник,13000,1
2049,Анисимов Мартин,181.0,109.0,34,м,сантехник,258000,1
2051,Капустин Константин,179.0,112.0,52,м,автослесарь,37000,0
2053,Рожков Евдоким,190.0,82.0,77,м,инженер,447000,1
2054,Щукин Алексей,194.0,63.0,19,м,программист,437000,0
2056,Орехов Тимур,186.0,114.0,87,м,автослесарь,23000,0
2057,Лебедев Артём,165.0,67.0,80,м,сантехник,77000,0
2058,Никитин Ярослав,187.0,68.0,42,м,преподаватель,478000,0
2059,Ковалёв Дмитрий,181.0,79.0,84,м,продавец,385000,2
2060,Зыков Анфим,165.0,75.0,19,м,сантехник,93000,2
2061,Сергеев Марк,180.0,71.0,74,м,инженер,343000,2
2062,Дьячков Валентин,173.0,57.0,60,м,программист,236000,0
2063,Харитонов Вадим,180.0,92.0,81,м,автослесарь,261000,0
2064,Белов Прохор,179.0,52.0,24,м,автослесарь,12000,1
2065,Бобров Никодим,176.0,92.0,36,м,автослесарь,137000,0
2066,Кудрявцев Август,165.0,51.0,85,м,бухгалтер,86000,2
2067,Николаев Макар,191.0,60.0,73,м,бухгалтер,163000,1
2068,Гордеев Августин,191.0,100.0,89,м,студент,453000,1
2069,Юдин Ростислав,170.0,118.0,33,м,преподаватель,304000,1
2071,Русаков Флор,169.0,103.0,69,м,продавец,314000,0
2073,Ефремов Еремей,175.0,85.0,88,м,сантехник,298000,1
2074,Тарасов Аполлинарий,185.0,92.0,80,м,врач,272000,0
2075,Бирюков Ян,185.0,107.0,27,м,программист,143000,0
2076,Воробьёв Геннадий,187.0,57.0,39,м,сантехник,141000,0
2077,Филиппов Георгий,171.0,92.0,88,м,продавец,23000,2
2078,Миронов Севастьян,186.0,79.0,36,м,преподаватель,271000,0
2079,Князев Харитон,179.0,62.0,71,м,автослесарь,409000,2
2080,Егоров Филимон,181.0,67.0,55,м,врач,226000,0
2081,Романов Юрий,169.0,94.0,74,м,студент,24000,1
2082,Щербаков Анастасий,193.0,77.0,56,м,бухгалтер,152000,0
2083,Быков Станислав,194.0,73.0,64,м,автослесарь,419000,0
2084,Филатов Никон,173.0,56.0,60,м,продавец,421000,0
2085,Воробьёв Данила,190.0,68.0,38,м,врач,464000,1
2086,Сысоев Аполлинарий,176.0,84.0,43,м,сантехник,168000,1
2087,Васильев Демьян,184.0,113.0,51,м,программист,209000,1
2088,Семёнов Анастасий,167.0,68.0,36,м,врач,180000,1
2089,Сазонов Егорий,172.0,110.0,61,м,программист,97000,0
2090,Лебедев Руслан,181.0,96.0,57,м,сантехник,282000,0
2091,Ильин Всеволод,172.0,58.0,68,м,сантехник,354000,1
2092,Кириллов Василий,174.0,111.0,82,м,инженер,426000,1
2093,Третьяков Марк,192.0,82.0,63,м,врач,397000,2
2094,Калинин Севастьян,174.0,103.0,87,м,продавец,462000,2
2095,Егоров Никодим,186.0,69.0,75,м,студент,382000,0
2096,Григорьев Радий,166.0,52.0,84,м,преподаватель,322000,0
2098,Дьячков Артемий,194.0,82.0,47,м,сантехник,27000,1
2099,Сысоев Даниил,183.0,59.0,65,м,автослесарь,150000,0
2101,Пахомов Олег,192.0,62.0,58,м,сантехник,28000,0
2102,Поляков Виктор,187.0,86.0,31,м,продавец,140000,1
2103,Власов Вольдемар,188.0,105.0,18,м,программист,76000,1
2104,Ефимов Зорийй,175.0,60.0,38,м,бухгалтер,187000,0
2105,Комаров Антон,181.0,91.0,64,м,студент,280000,2
2106,Андреев Ринат,175.0,116.0,55,м,врач,171000,0
2107,Романов Данислав,175.0,113.0,70,м,инженер,257000,1
2109,Власов Болеслав,176.0,58.0,53,м,программист,11000,0
2110,Новиков Модест,170.0,62.0,70,м,преподаватель,150000,2
2111,Мартынов Арсений,172.0,112.0,49,м,продавец,337000,0
2113,Моисеев Остап,183.0,111.0,70,м,программист,371000,0
2114,Емельянов Клим,171.0,64.0,28,м,продавец,25000,1
2115,Григорьев Мирослав,176.0,54.0,40,м,продавец,349000,0
2117,Наумов Аполлон,183.0,72.0,22,м,инженер,439000,1
2118,Журавлёв Валерий,175.0,82.0,62,м,сантехник,254000,3
2119,Крылов Севастьян,166.0,110.0,27,м,студент,376000,2
2120,Гордеев Никанор,181.0,85.0,70,м,сантехник,90000,1
2121,Гуляев Эрик,167.0,89.0,36,м,инженер,108000,1
2122,Носков Зорийй,182.0,102.0,58,м,сантехник,166000,0
2123,Комаров Рустам,180.0,114.0,29,м,программист,46000,2
2124,Русаков Давыд,189.0,99.0,22,м,врач,79000,1
2125,Смирнов Ринат,175.0,100.0,32,м,инженер,266000,0
2126,Лихачёв Ярослав,175.0,111.0,20,м,бухгалтер,238000,0
2127,Дорофеев Степан,189.0,118.0,31,м,врач,46000,1
2128,Фомичёв Егор,190.0,57.0,58,м,преподаватель,333000,0
2129,Попов Григорий,180.0,69.0,47,м,студент,257000,0
2130,Семёнов Митрофан,189.0,95.0,76,м,автослесарь,119000,0
2131,Голубев Ян,165.0,54.0,48,м,инженер,249000,2
2132,Жуков Иван,175.0,113.0,77,м,сантехник,288000,1
2133,Лаврентьев Ефим,187.0,76.0,65,м,студент,444000,1
2134,Данилов Илья,171.0,74.0,42,м,инженер,142000,2
2135,Анисимов Модест,165.0,67.0,88,м,преподаватель,57000,0
2136,Большаков Ростислав,184.0,112.0,24,м,продавец,328000,1
2137,Бирюков Богдан,185.0,107.0,68,м,автослесарь,310000,1
2138,Капустин Виктор,173.0,75.0,23,м,бухгалтер,411000,0
2139,Абрамов Виктор,165.0,92.0,89,м,инженер,237000,1
2140,Тихонов Иван,187.0,84.0,82,м,студент,154000,0
2141,Ширяев Влад,165.0,65.0,32,м,студент,183000,1
2142,Зуев Георгий,175.0,96.0,71,м,сантехник,121000,0
2143,Мышкин Давид,191.0,110.0,28,м,студент,218000,1
2144,Лапин Андрей,169.0,114.0,70,м,сантехник,59000,2
2145,Антонов Бронислав,185.0,83.0,52,м,врач,343000,0
2146,Смирнов Радик,189.0,63.0,56,м,бухгалтер,414000,1
2147,Мясников Родион,194.0,68.0,53,м,программист,313000,0
2148,Архипов Ростислав,194.0,70.0,60,м,сантехник,88000,1
2149,Гаврилов Кир,193.0,50.0,70,м,программист,369000,1
2150,Носков Игнат,174.0,53.0,86,м,преподаватель,310000,2
2151,Мамонтов Вячеслав,184.0,72.0,87,м,инженер,353000,1
2152,Денисов Леонид,172.0,113.0,33,м,студент,245000,1
2153,Кириллов Роман,173.0,62.0,64,м,продавец,225000,1
2154,Ершов Бронислав,188.0,78.0,31,м,сантехник,379000,0
2155,Мартынов Александр,184.0,51.0,78,м,врач,283000,2
2156,Мышкин Иван,189.0,115.0,20,м,инженер,75000,1
2157,Носов Платон,165.0,77.0,24,м,программист,124000,0
2158,Лазарев Глеб,184.0,51.0,84,м,программист,493000,0
2160,Филиппов Эдуард,176.0,59.0,38,м,студент,214000,1
2161,Никонов Савелий,179.0,118.0,44,м,врач,221000,0
2162,Галкин Гордей,184.0,61.0,43,м,сантехник,334000,2
2163,Носов Трофим,182.0,86.0,76,м,инженер,234000,1
2164,Сысоев Трофим,169.0,72.0,26,м,преподаватель,109000,1
2165,Большаков Захар,182.0,95.0,83,м,бухгалтер,112000,0
2166,Титов Мартин,184.0,55.0,73,м,продавец,101000,0
2167,Данилов Макар,173.0,88.0,28,м,программист,273000,0
2168,Владимиров Терентий,193.0,56.0,28,м,сантехник,72000,0
2169,Лукин Владимир,175.0,65.0,55,м,автослесарь,433000,2
2170,Ковалёв Всеволод,192.0,114.0,24,м,сантехник,227000,0
2172,Фролов Игнатий,193.0,71.0,38,м,программист,273000,1
2173,Вишняков Евдоким,174.0,69.0,47,м,сантехник,267000,0
2174,Гусев Макарий,172.0,91.0,21,м,автослесарь,284000,1
2175,Копылов Демьян,179.0,76.0,87,м,врач,310000,0
2176,Евсеев Август,169.0,90.0,33,м,преподаватель,222000,0
2177,Щукин Наум,186.0,105.0,48,м,студент,81000,2
2178,Носов Чарли,190.0,109.0,66,м,автослесарь,329000,0
2179,Гурьев Никон,188.0,101.0,45,м,студент,86000,2
2180,Анисимов Олег,171.0,95.0,48,м,автослесарь,326000,0
2181,Щербаков Иероним,191.0,76.0,23,м,программист,350000,2
2183,Осипов Касьян,177.0,83.0,84,м,студент,388000,1
2184,Терентьев Виталий,176.0,109.0,18,м,автослесарь,439000,0
2185,Белоусов Мартин,179.0,51.0,46,м,программист,291000,1
2186,Уваров Леонид,188.0,59.0,78,м,инженер,472000,2
2189,Молчанов Анисий,175.0,55.0,39,м,инженер,136000,0
2190,Костин Казимир,189.0,115.0,62,м,врач,26000,0
2191,Богданов Булат,190.0,64.0,31,м,студент,185000,0
2192,Архипов Сидор,169.0,80.0,39,м,врач,291000,3
2193,Козлов Иероним,192.0,81.0,85,м,преподаватель,97000,1
2194,Денисов Василий,181.0,56.0,39,м,инженер,367000,0
2195,Пономарёв Егор,184.0,54.0,86,м,программист,384000,1
2196,Кузьмин Виктор,170.0,76.0,29,м,сантехник,99000,0
